state,variable,month,period,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,monthly_summaries_used,sample,counties_in_both_periods,median_paired_county_difference_f,p25_paired_difference_f,p75_paired_difference_f,month_name,season,variable_label,base_period
FL,Tavg,11,1980-1989,34,69.212,65.573,70.802,337,strict_balanced,34,0.0,0.0,0.0,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,1990-1999,34,68.351,64.739,70.304,334,strict_balanced,34,-0.625,-1.074,-0.159,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,2000-2009,34,67.831,64.355,68.997,337,strict_balanced,34,-1.352,-1.61,-0.967,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,2010-2019,34,68.932,64.638,70.612,338,strict_balanced,34,-0.355,-0.839,-0.098,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,11,2020-2025,34,69.849,66.455,71.995,204,strict_balanced,34,1.012,0.673,1.544,Nov,cool,Average daily temperature,1980-1989
FL,Tavg,12,1980-1989,34,62.221,57.826,64.673,337,strict_balanced,34,0.0,0.0,0.0,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,1990-1999,34,63.294,59.125,65.318,333,strict_balanced,34,1.205,1.016,1.39,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,2000-2009,34,63.091,58.648,64.978,337,strict_balanced,34,0.59,0.28,1.06,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,2010-2019,34,65.095,60.818,67.078,336,strict_balanced,34,2.953,2.469,3.348,Dec,cool,Average daily temperature,1980-1989
FL,Tavg,12,2020-2025,34,64.233,60.329,66.678,204,strict_balanced,34,2.261,1.877,2.628,Dec,cool,Average daily temperature,1980-1989
FL,Tmax,1,1980-1989,36,70.14,67.287,73.257,357,strict_balanced,36,0.0,0.0,0.0,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,1990-1999,36,72.875,69.234,75.935,357,strict_balanced,36,2.631,1.901,3.026,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,2000-2009,36,71.139,67.477,73.35,356,strict_balanced,36,0.892,0.36,1.643,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,2010-2019,36,70.605,66.765,73.314,355,strict_balanced,36,0.495,-0.241,1.232,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,1,2020-2025,36,71.463,67.896,73.508,214,strict_balanced,36,1.394,0.691,2.279,Jan,cool,Average daily high temperature,1980-1989
FL,Tmax,2,1980-1989,36,73.366,71.449,75.8,351,strict_balanced,36,0.0,0.0,0.0,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,1990-1999,36,74.582,71.585,76.648,354,strict_balanced,36,0.994,0.441,1.466,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,2000-2009,36,73.802,70.131,75.872,356,strict_balanced,36,0.353,-0.368,0.629,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,2010-2019,36,75.233,71.664,77.159,357,strict_balanced,36,1.169,0.523,2.179,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,2,2020-2025,36,77.327,73.793,79.074,212,strict_balanced,36,3.242,2.698,4.172,Feb,cool,Average daily high temperature,1980-1989
FL,Tmax,3,1980-1989,36,77.476,75.699,79.085,357,strict_balanced,36,0.0,0.0,0.0,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,1990-1999,36,77.573,75.756,79.158,356,strict_balanced,36,0.309,-0.139,0.59,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,2000-2009,36,78.446,75.964,80.123,357,strict_balanced,36,1.297,0.384,1.651,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,2010-2019,36,77.876,75.64,79.131,356,strict_balanced,36,0.673,-0.358,1.105,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,3,2020-2025,36,81.23,78.14,82.273,215,strict_balanced,36,3.455,2.706,4.307,Mar,cool,Average daily high temperature,1980-1989
FL,Tmax,4,1980-1989,36,81.925,80.302,83.197,356,strict_balanced,36,0.0,0.0,0.0,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,1990-1999,36,82.282,80.813,82.89,356,strict_balanced,36,0.338,-0.323,0.576,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,2000-2009,36,81.977,80.558,83.355,357,strict_balanced,36,0.411,-0.43,0.834,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,2010-2019,36,83.61,81.871,84.846,354,strict_balanced,36,1.737,1.028,2.638,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,4,2020-2025,36,84.152,81.414,84.837,215,strict_balanced,36,1.821,1.076,2.694,Apr,cool,Average daily high temperature,1980-1989
FL,Tmax,5,1980-1989,36,86.923,85.267,88.099,355,strict_balanced,36,0.0,0.0,0.0,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,1990-1999,36,87.367,86.113,88.119,358,strict_balanced,36,0.525,-0.065,0.869,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,2000-2009,36,87.267,85.264,88.419,357,strict_balanced,36,0.358,-0.253,0.902,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,2010-2019,36,87.744,85.77,88.733,358,strict_balanced,36,0.744,0.011,1.251,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,5,2020-2025,36,87.881,86.277,89.679,216,strict_balanced,36,1.471,0.598,2.165,May,shoulder,Average daily high temperature,1980-1989
FL,Tmax,6,1980-1989,36,90.54,89.625,91.369,355,strict_balanced,36,0.0,0.0,0.0,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,1990-1999,36,90.075,89.242,90.637,358,strict_balanced,36,-0.42,-1.007,0.123,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,2000-2009,36,89.738,88.892,90.813,356,strict_balanced,36,-0.737,-1.222,-0.256,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,2010-2019,36,90.499,89.322,91.291,356,strict_balanced,36,0.023,-0.376,0.413,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,6,2020-2025,36,90.756,89.461,91.722,215,strict_balanced,36,-0.052,-0.451,0.723,Jun,warm,Average daily high temperature,1980-1989
FL,Tmax,7,1980-1989,36,91.709,91.015,92.166,357,strict_balanced,36,0.0,0.0,0.0,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,1990-1999,36,91.678,91.157,92.296,357,strict_balanced,36,-0.024,-0.294,0.593,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,2000-2009,36,90.553,90.102,91.431,354,strict_balanced,36,-0.978,-1.315,-0.242,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,2010-2019,36,91.248,90.494,92.177,356,strict_balanced,36,-0.186,-0.667,0.14,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,7,2020-2025,36,91.949,91.183,92.807,212,strict_balanced,36,0.557,-0.34,1.257,Jul,warm,Average daily high temperature,1980-1989
FL,Tmax,8,1980-1989,36,91.44,90.886,92.182,356,strict_balanced,36,0.0,0.0,0.0,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,1990-1999,36,91.188,90.676,91.866,357,strict_balanced,36,-0.258,-0.708,0.394,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,2000-2009,36,90.655,90.07,91.613,354,strict_balanced,36,-0.666,-0.955,0.025,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,2010-2019,36,91.272,90.609,91.94,358,strict_balanced,36,-0.171,-0.518,0.384,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,8,2020-2025,36,91.822,91.533,92.925,216,strict_balanced,36,0.583,0.069,1.263,Aug,warm,Average daily high temperature,1980-1989
FL,Tmax,9,1980-1989,36,89.292,88.631,90.053,358,strict_balanced,36,0.0,0.0,0.0,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,1990-1999,36,89.382,88.584,89.91,355,strict_balanced,36,-0.098,-0.367,0.538,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,2000-2009,36,88.862,87.907,89.218,356,strict_balanced,36,-0.658,-1.055,-0.055,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,2010-2019,36,89.505,88.81,90.36,357,strict_balanced,36,0.311,-0.05,0.991,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,9,2020-2025,36,89.276,88.294,90.487,215,strict_balanced,36,0.012,-0.455,0.642,Sep,warm,Average daily high temperature,1980-1989
FL,Tmax,10,1980-1989,36,84.826,82.824,86.216,359,strict_balanced,36,0.0,0.0,0.0,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,1990-1999,36,84.279,82.213,85.388,356,strict_balanced,36,-0.499,-0.918,0.164,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,2000-2009,36,84.505,82.382,85.665,354,strict_balanced,36,-0.2,-0.72,0.16,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,2010-2019,36,84.749,83.437,85.646,356,strict_balanced,36,0.226,-0.274,0.951,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,10,2020-2025,36,84.907,83.153,86.354,216,strict_balanced,36,0.201,-0.304,1.044,Oct,shoulder,Average daily high temperature,1980-1989
FL,Tmax,11,1980-1989,36,79.164,76.986,81.041,358,strict_balanced,36,0.0,0.0,0.0,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,1990-1999,36,78.371,75.407,80.44,355,strict_balanced,36,-0.73,-1.289,-0.526,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,2000-2009,36,77.895,74.994,79.714,357,strict_balanced,36,-1.261,-1.651,-0.541,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,2010-2019,36,78.545,75.482,80.007,357,strict_balanced,36,-0.719,-1.236,-0.048,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,11,2020-2025,36,79.031,76.381,80.578,216,strict_balanced,36,-0.074,-0.356,0.805,Nov,cool,Average daily high temperature,1980-1989
FL,Tmax,12,1980-1989,36,72.703,70.029,75.569,356,strict_balanced,36,0.0,0.0,0.0,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,1990-1999,36,73.596,69.633,76.45,356,strict_balanced,36,0.678,0.252,0.942,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,2000-2009,36,72.957,69.198,75.143,357,strict_balanced,36,-0.049,-0.546,0.489,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,2010-2019,36,74.944,71.377,76.941,356,strict_balanced,36,2.026,1.297,2.621,Dec,cool,Average daily high temperature,1980-1989
FL,Tmax,12,2020-2025,36,74.116,70.771,76.017,216,strict_balanced,36,1.381,0.656,2.178,Dec,cool,Average daily high temperature,1980-1989
FL,Tmin,1,1980-1989,36,47.524,42.833,49.584,359,strict_balanced,36,0.0,0.0,0.0,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,1990-1999,36,51.737,47.868,54.117,356,strict_balanced,36,4.284,3.827,4.991,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,2000-2009,36,49.164,44.87,50.101,354,strict_balanced,36,1.619,0.863,2.49,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,2010-2019,36,49.316,44.642,52.081,355,strict_balanced,36,2.316,1.46,2.958,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,1,2020-2025,36,50.205,46.128,53.384,214,strict_balanced,36,3.427,2.829,4.366,Jan,cool,Average daily low temperature,1980-1989
FL,Tmin,2,1980-1989,36,51.194,46.532,53.277,352,strict_balanced,36,0.0,0.0,0.0,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,1990-1999,36,52.413,49.602,54.635,352,strict_balanced,36,1.891,1.361,2.61,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,2000-2009,36,51.61,46.816,53.203,355,strict_balanced,36,0.528,-0.356,1.141,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,2010-2019,36,53.405,49.488,55.904,357,strict_balanced,36,2.925,2.036,3.732,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,2,2020-2025,36,55.203,51.171,57.599,214,strict_balanced,36,4.731,3.932,5.334,Feb,cool,Average daily low temperature,1980-1989
FL,Tmin,3,1980-1989,36,55.146,51.605,56.748,354,strict_balanced,36,0.0,0.0,0.0,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,1990-1999,36,55.287,52.529,57.077,356,strict_balanced,36,0.305,-0.029,0.758,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,2000-2009,36,56.755,53.02,58.154,354,strict_balanced,36,1.354,0.458,2.112,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,2010-2019,36,55.467,51.999,57.369,357,strict_balanced,36,0.633,-0.466,1.553,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,3,2020-2025,36,58.637,55.64,60.961,215,strict_balanced,36,4.126,2.969,4.896,Mar,cool,Average daily low temperature,1980-1989
FL,Tmin,4,1980-1989,36,58.218,55.693,59.995,356,strict_balanced,36,0.0,0.0,0.0,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,1990-1999,36,60.164,58.101,62.048,355,strict_balanced,36,1.943,1.366,2.471,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,2000-2009,36,59.513,56.695,60.603,357,strict_balanced,36,0.855,0.161,1.845,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,2010-2019,36,62.301,59.238,64.167,356,strict_balanced,36,3.789,2.887,4.683,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,4,2020-2025,36,62.418,59.693,64.778,215,strict_balanced,36,3.964,3.286,5.006,Apr,cool,Average daily low temperature,1980-1989
FL,Tmin,5,1980-1989,36,64.333,62.274,65.597,355,strict_balanced,36,0.0,0.0,0.0,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,1990-1999,36,65.662,64.688,67.208,356,strict_balanced,36,1.626,1.063,2.138,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,2000-2009,36,65.906,63.73,67.453,357,strict_balanced,36,1.428,0.819,2.404,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,2010-2019,36,67.276,64.959,68.877,358,strict_balanced,36,2.75,2.013,3.547,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,5,2020-2025,36,67.932,66.148,69.738,216,strict_balanced,36,3.218,2.605,4.13,May,shoulder,Average daily low temperature,1980-1989
FL,Tmin,6,1980-1989,36,70.703,69.297,71.456,356,strict_balanced,36,0.0,0.0,0.0,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,1990-1999,36,71.121,69.875,72.196,358,strict_balanced,36,0.453,0.103,0.863,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,2000-2009,36,71.699,70.25,72.523,356,strict_balanced,36,0.814,0.406,1.274,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,2010-2019,36,72.838,71.658,73.345,356,strict_balanced,36,2.023,1.385,2.599,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,6,2020-2025,36,73.188,72.047,73.951,216,strict_balanced,36,2.126,1.704,3.016,Jun,warm,Average daily low temperature,1980-1989
FL,Tmin,7,1980-1989,36,72.22,71.335,73.165,357,strict_balanced,36,0.0,0.0,0.0,Jul,warm,Average daily low temperature,1980-1989
FL,Tmin,7,1990-1999,36,72.655,72.054,73.942,356,strict_balanced,36,0.622,0.328,0.943,Jul,warm,Average daily low temperature,1980-1989
FL,Tmin,7,2000-2009,36,73.238,72.443,74.133,353,strict_balanced,36,1.088,0.598,1.467,Jul,warm,Average daily low temperature,1980-1989
FL,Tmin,7,2010-2019,36,74.437,73.258,74.986,356,strict_balanced,36,1.996,1.4,2.405,Jul,warm,Average daily low temperature,1980-1989
FL,Tmin,7,2020-2025,36,75.282,74.238,75.925,215,strict_balanced,36,2.808,2.146,3.483,Jul,warm,Average daily low temperature,1980-1989
FL,Tmin,8,1980-1989,36,72.64,71.702,73.503,356,strict_balanced,36,0.0,0.0,0.0,Aug,warm,Average daily low temperature,1980-1989
FL,Tmin,8,1990-1999,36,72.833,71.723,73.941,356,strict_balanced,36,0.249,-0.234,0.638,Aug,warm,Average daily low temperature,1980-1989
FL,Tmin,8,2000-2009,36,73.813,72.827,74.487,354,strict_balanced,36,0.983,0.422,1.396,Aug,warm,Average daily low temperature,1980-1989
FL,Tmin,8,2010-2019,36,74.874,73.809,75.372,358,strict_balanced,36,2.067,1.595,2.486,Aug,warm,Average daily low temperature,1980-1989
FL,Tmin,8,2020-2025,36,75.594,74.635,76.261,216,strict_balanced,36,2.702,2.152,3.319,Aug,warm,Average daily low temperature,1980-1989
FL,Tmin,9,1980-1989,36,70.968,69.527,72.124,359,strict_balanced,36,0.0,0.0,0.0,Sep,warm,Average daily low temperature,1980-1989
FL,Tmin,9,1990-1999,36,71.411,70.229,72.494,357,strict_balanced,36,0.587,0.074,1.049,Sep,warm,Average daily low temperature,1980-1989
FL,Tmin,9,2000-2009,36,72.775,70.936,73.594,356,strict_balanced,36,1.531,1.115,1.962,Sep,warm,Average daily low temperature,1980-1989
FL,Tmin,9,2010-2019,36,73.268,71.266,74.071,357,strict_balanced,36,2.131,1.445,2.6,Sep,warm,Average daily low temperature,1980-1989
FL,Tmin,9,2020-2025,36,73.622,71.809,74.7,216,strict_balanced,36,2.297,1.762,2.993,Sep,warm,Average daily low temperature,1980-1989
FL,Tmin,10,1980-1989,36,64.552,62.221,67.016,359,strict_balanced,36,0.0,0.0,0.0,Oct,shoulder,Average daily low temperature,1980-1989
FL,Tmin,10,1990-1999,36,66.183,63.694,67.851,356,strict_balanced,36,1.312,0.802,1.797,Oct,shoulder,Average daily low temperature,1980-1989
FL,Tmin,10,2000-2009,36,66.219,63.816,68.229,355,strict_balanced,36,1.529,0.825,2.215,Oct,shoulder,Average daily low temperature,1980-1989
FL,Tmin,10,2010-2019,36,66.915,63.4,69.033,356,strict_balanced,36,1.953,1.092,2.878,Oct,shoulder,Average daily low temperature,1980-1989
FL,Tmin,10,2020-2025,36,67.879,64.441,70.136,216,strict_balanced,36,2.864,2.161,3.764,Oct,shoulder,Average daily low temperature,1980-1989
FL,Tmin,11,1980-1989,36,58.552,55.435,61.213,357,strict_balanced,36,0.0,0.0,0.0,Nov,cool,Average daily low temperature,1980-1989
FL,Tmin,11,1990-1999,36,58.198,54.489,60.89,353,strict_balanced,36,-0.387,-1.24,0.115,Nov,cool,Average daily low temperature,1980-1989
FL,Tmin,11,2000-2009,36,57.439,53.661,59.442,356,strict_balanced,36,-1.417,-2.28,-0.841,Nov,cool,Average daily low temperature,1980-1989
FL,Tmin,11,2010-2019,36,58.614,54.479,61.87,357,strict_balanced,36,-0.19,-1.347,0.423,Nov,cool,Average daily low temperature,1980-1989
FL,Tmin,11,2020-2025,36,60.474,56.413,63.422,216,strict_balanced,36,1.823,1.177,2.534,Nov,cool,Average daily low temperature,1980-1989
FL,Tmin,12,1980-1989,36,51.006,46.568,53.81,354,strict_balanced,36,0.0,0.0,0.0,Dec,cool,Average daily low temperature,1980-1989
FL,Tmin,12,1990-1999,36,52.604,48.742,55.055,355,strict_balanced,36,1.535,1.205,2.317,Dec,cool,Average daily low temperature,1980-1989
FL,Tmin,12,2000-2009,36,52.519,48.139,55.282,355,strict_balanced,36,1.422,0.539,1.867,Dec,cool,Average daily low temperature,1980-1989
FL,Tmin,12,2010-2019,36,54.523,50.687,57.825,356,strict_balanced,36,3.647,3.133,4.356,Dec,cool,Average daily low temperature,1980-1989
FL,Tmin,12,2020-2025,36,54.203,49.513,57.115,215,strict_balanced,36,3.312,2.506,3.934,Dec,cool,Average daily low temperature,1980-1989
LA,Tavg,1,1980-1989,23,47.731,44.582,49.87,229,strict_balanced,23,0.0,0.0,0.0,Jan,cool,Average daily temperature,1980-1989
LA,Tavg,1,1990-1999,23,50.663,47.563,52.697,229,strict_balanced,23,2.843,2.696,3.373,Jan,cool,Average daily temperature,1980-1989
LA,Tavg,1,2000-2009,23,50.956,47.439,52.414,228,strict_balanced,23,2.797,2.425,3.123,Jan,cool,Average daily temperature,1980-1989
LA,Tavg,1,2010-2019,23,49.894,46.993,51.123,229,strict_balanced,23,1.633,1.13,2.246,Jan,cool,Average daily temperature,1980-1989
LA,Tavg,1,2020-2025,23,51.278,48.153,52.694,136,strict_balanced,23,2.702,2.231,3.84,Jan,cool,Average daily temperature,1980-1989
LA,Tavg,2,1980-1989,23,51.18,48.569,53.03,229,strict_balanced,23,0.0,0.0,0.0,Feb,cool,Average daily temperature,1980-1989
LA,Tavg,2,1990-1999,23,54.575,52.048,56.208,229,strict_balanced,23,3.212,2.918,3.695,Feb,cool,Average daily temperature,1980-1989
LA,Tavg,2,2000-2009,23,53.766,50.341,55.075,227,strict_balanced,23,2.166,1.578,2.522,Feb,cool,Average daily temperature,1980-1989
LA,Tavg,2,2010-2019,23,54.973,51.959,56.321,228,strict_balanced,23,3.124,2.519,3.633,Feb,cool,Average daily temperature,1980-1989
LA,Tavg,2,2020-2025,23,54.815,52.322,56.968,136,strict_balanced,23,3.598,2.671,4.406,Feb,cool,Average daily temperature,1980-1989
LA,Tavg,3,1980-1989,23,59.075,57.051,60.45,230,strict_balanced,23,0.0,0.0,0.0,Mar,cool,Average daily temperature,1980-1989
LA,Tavg,3,1990-1999,23,59.937,57.467,60.795,230,strict_balanced,23,0.287,0.231,0.624,Mar,cool,Average daily temperature,1980-1989
LA,Tavg,3,2000-2009,23,60.97,58.461,61.986,227,strict_balanced,23,1.723,0.88,1.97,Mar,cool,Average daily temperature,1980-1989
LA,Tavg,3,2010-2019,23,61.331,59.006,62.363,228,strict_balanced,23,1.876,1.29,2.363,Mar,cool,Average daily temperature,1980-1989
LA,Tavg,3,2020-2025,23,63.8,61.951,64.853,138,strict_balanced,23,4.463,3.728,5.175,Mar,cool,Average daily temperature,1980-1989
LA,Tavg,4,1980-1989,23,66.298,64.63,67.034,229,strict_balanced,23,0.0,0.0,0.0,Apr,cool,Average daily temperature,1980-1989
LA,Tavg,4,1990-1999,23,66.171,64.176,67.183,228,strict_balanced,23,-0.147,-0.267,0.077,Apr,cool,Average daily temperature,1980-1989
LA,Tavg,4,2000-2009,23,67.851,65.754,68.216,226,strict_balanced,23,1.3,0.657,1.703,Apr,cool,Average daily temperature,1980-1989
LA,Tavg,4,2010-2019,23,67.577,66.693,68.5,227,strict_balanced,23,1.603,1.264,2.148,Apr,cool,Average daily temperature,1980-1989
LA,Tavg,4,2020-2025,23,68.204,66.71,69.303,137,strict_balanced,23,2.13,1.646,2.688,Apr,cool,Average daily temperature,1980-1989
LA,Tavg,5,1980-1989,23,73.945,72.438,74.595,230,strict_balanced,23,0.0,0.0,0.0,May,shoulder,Average daily temperature,1980-1989
LA,Tavg,5,1990-1999,23,74.298,72.786,75.055,228,strict_balanced,23,0.457,0.129,0.654,May,shoulder,Average daily temperature,1980-1989
LA,Tavg,5,2000-2009,23,74.955,73.809,75.556,227,strict_balanced,23,1.108,0.642,1.337,May,shoulder,Average daily temperature,1980-1989
LA,Tavg,5,2010-2019,23,74.971,74.147,75.541,228,strict_balanced,23,1.287,0.859,1.802,May,shoulder,Average daily temperature,1980-1989
LA,Tavg,5,2020-2025,23,75.576,74.659,76.385,138,strict_balanced,23,1.999,1.563,2.533,May,shoulder,Average daily temperature,1980-1989
